"race","year","stage","stage_id","stage_num","stage_type","date","departure","arrival","parcours_type","distance","vertical_meters","profile_score","startlist_quality","avg_speed_winner","won_how","win_type","km_solo"
"La Vuelta ciclista a España",1942,"Stage 12b | Oviedo - Luarca","12b",14,"Road race",1942-07-11,"Oviedo","Luarca",NA,129,NA,NA,637,28.44,NA,NA,NA
"La Vuelta ciclista a España",1942,"Stage 13 | Luarca - La Coruña","13",15,"Road race",1942-07-12,"Luarca","La Coruña",NA,219,NA,NA,637,27.35,NA,NA,NA
"La Vuelta ciclista a España",1942,"Stage 14a (ITT) | La Coruña - Santiago de Compostela","14a",16,"ITT",1942-07-13,"La Coruña","Santiago de Compostela",NA,63,NA,NA,637,35.31,"Time trial","Time trial",NA
"La Vuelta ciclista a España",1942,"Stage 14b | Santiago de Compostela - Vigo","14b",17,"Road race",1942-07-13,"Santiago de Compostela","Vigo",NA,110,NA,NA,637,27.73,NA,NA,NA
"La Vuelta ciclista a España",1942,"Stage 15 | Vigo - Ponferrada","15",18,"Road race",1942-07-14,"Vigo","Ponferrada",NA,270,NA,NA,637,23.93,NA,NA,NA
"La Vuelta ciclista a España",1942,"Stage 16 | Ponferrada - Salamanca","16",19,"Road race",1942-07-15,"Ponferrada","Salamanca",NA,251,NA,NA,637,27.13,NA,NA,NA
"La Vuelta ciclista a España",1942,"Stage 17 | Salamanca - Madrid","17",20,"Road race",1942-07-16,"Salamanca","Madrid",NA,248,NA,NA,637,27.34,NA,NA,NA
"La Vuelta ciclista a España",1945,"Stage 1 | Madrid - Salamanca","1",1,"Road race",1945-05-10,"Madrid","Salamanca",NA,212,NA,NA,635,32.35,NA,NA,NA
"La Vuelta ciclista a España",1945,"Stage 2 | Salamanca - Cáceres","2",2,"Road race",1945-05-11,"Salamanca","Cáceres",NA,214,NA,NA,635,29.83,NA,NA,NA
"La Vuelta ciclista a España",1945,"Stage 3 | Cáceres - Badajoz","3",3,"Road race",1945-05-12,"Cáceres","Badajoz",NA,132,NA,NA,635,34.71,NA,NA,NA
"La Vuelta ciclista a España",1945,"Stage 4 (ITT) | Badajoz - Almendralejo","4",4,"ITT",1945-05-13,"Badajoz","Almendralejo",NA,57,NA,NA,635,33.78,"Time trial","Time trial",NA
"La Vuelta ciclista a España",1945,"Stage 5 | Almendralejo - Sevilla","5",5,"Road race",1945-05-14,"Almendralejo","Sevilla",NA,171,NA,NA,635,29.77,NA,NA,NA
"La Vuelta ciclista a España",1945,"Stage 6 | Sevilla - Granada","6",6,"Road race",1945-05-15,"Sevilla","Granada",NA,251,NA,NA,635,28.21,NA,NA,NA
"La Vuelta ciclista a España",1945,"Stage 7 | Granada - Murcia","7",7,"Road race",1945-05-16,"Granada","Murcia",NA,285,NA,NA,635,23.58,NA,NA,NA
"La Vuelta ciclista a España",1945,"Stage 8 | Murcia - Valencia","8",8,"Road race",1945-05-17,"Murcia","Valencia",NA,244,NA,NA,635,25.55,NA,NA,NA
"La Vuelta ciclista a España",1945,"Stage 9 | Valencia - Tortosa","9",9,"Road race",1945-05-18,"Valencia","Tortosa",NA,188,NA,NA,635,30.14,NA,NA,NA
"La Vuelta ciclista a España",1945,"Stage 10 | Tortosa - Barcelona","10",10,"Road race",1945-05-19,"Tortosa","Barcelona",NA,288,NA,NA,635,40.92,NA,NA,NA
"La Vuelta ciclista a España",1945,"Stage 11 | Barcelona - Zaragoza","11",11,"Road race",1945-05-20,"Barcelona","Zaragoza",NA,306,NA,NA,635,23.28,NA,NA,NA
"La Vuelta ciclista a España",1945,"Stage 12 | Zaragoza - San Sebastián","12",12,"Road race",1945-05-21,"Zaragoza","San Sebastián",NA,276,NA,NA,635,27.3,NA,NA,NA
"La Vuelta ciclista a España",1945,"Stage 13 | San Sebastián - Bilbao","13",13,"Road race",1945-05-22,"San Sebastián","Bilbao",NA,207,NA,NA,635,28.36,NA,NA,NA
"La Vuelta ciclista a España",1945,"Stage 14 | Bilbao - Santander","14",14,"Road race",1945-05-23,"Bilbao","Santander",NA,188,NA,NA,635,23.08,NA,NA,NA
"La Vuelta ciclista a España",1945,"Stage 15 | Santander - Reinosa","15",15,"Road race",1945-05-24,"Santander","Reinosa",NA,110,NA,NA,635,25.29,NA,NA,NA
"La Vuelta ciclista a España",1945,"Stage 16 | Reinosa - Gijón","16",16,"Road race",1945-05-25,"Reinosa","Gijón",NA,200,NA,NA,635,29.15,NA,NA,NA
"La Vuelta ciclista a España",1945,"Stage 17 | Gijón - León","17",17,"Road race",1945-05-26,"Gijón","León",NA,172,NA,NA,635,30.92,NA,NA,NA
"La Vuelta ciclista a España",1945,"Stage 18 | León - Valladolid","18",18,"Road race",1945-05-27,"León","Valladolid",NA,132,NA,NA,635,35.4,NA,NA,NA
"La Vuelta ciclista a España",1945,"Stage 19 | Valladolid - Madrid","19",19,"Road race",1945-05-28,"Valladolid","Madrid",NA,185,NA,NA,635,27.04,NA,NA,NA
"La Vuelta ciclista a España",1946,"Stage 1 | Madrid - Salamanca","1",1,"Road race",1946-05-07,"Madrid","Salamanca",NA,212,NA,NA,773,27.76,NA,NA,NA
"La Vuelta ciclista a España",1946,"Stage 2a (ITT) | Salamanca - Béjar","2a",2,"ITT",1946-05-08,"Salamanca","Béjar",NA,73,NA,NA,773,34.62,"Time trial","Time trial",NA
"La Vuelta ciclista a España",1946,"Stage 2b | Béjar - Cáceres","2b",3,"Road race",1946-05-08,"Béjar","Cáceres",NA,141,NA,NA,773,29.49,NA,NA,NA
"La Vuelta ciclista a España",1946,"Stage 3 | Cáceres - Badajoz","3",4,"Road race",1946-05-09,"Cáceres","Badajoz",NA,132,NA,NA,773,28.03,NA,NA,NA
"La Vuelta ciclista a España",1946,"Stage 4 | Badajoz - Sevilla","4",5,"Road race",1946-05-10,"Badajoz","Sevilla",NA,218,NA,NA,773,27.97,NA,NA,NA
"La Vuelta ciclista a España",1946,"Stage 5 | Sevilla - Granada","5",6,"Road race",1946-05-12,"Sevilla","Granada",NA,251,NA,NA,773,38.11,NA,NA,NA
"La Vuelta ciclista a España",1946,"Stage 6 | Granada - Baza","6",7,"Road race",1946-05-13,"Granada","Baza",NA,107,NA,NA,773,29.34,NA,NA,NA
"La Vuelta ciclista a España",1946,"Stage 7 | Baza - Murcia","7",8,"Road race",1946-05-14,"Baza","Murcia",NA,178,NA,NA,773,28.85,NA,NA,NA
"La Vuelta ciclista a España",1946,"Stage 8 | Murcia - Valencia","8",9,"Road race",1946-05-15,"Murcia","Valencia",NA,264,NA,NA,773,29.31,NA,NA,NA
"La Vuelta ciclista a España",1946,"Stage 9a (TTT) | Valencia - Castellón","9a",10,"TTT",1946-05-17,"Valencia","Castellón",NA,67,NA,NA,773,NA,"Time trial","Time trial",NA
"La Vuelta ciclista a España",1946,"Stage 9b | Castellón - Tortosa","9b",11,"Road race",1946-05-17,"Castellón","Tortosa",NA,123,NA,NA,773,31.71,NA,NA,NA
"La Vuelta ciclista a España",1946,"Stage 10 | Tortosa - Barcelona","10",12,"Road race",1946-05-18,"Tortosa","Barcelona",NA,215,NA,NA,773,30.2,NA,NA,NA
"La Vuelta ciclista a España",1946,"Stage 11 | Barcelona - Lérida","11",13,"Road race",1946-05-19,"Barcelona","Lérida",NA,162,NA,NA,773,28.14,NA,NA,NA
"La Vuelta ciclista a España",1946,"Stage 12 | Lérida - Zaragoza","12",14,"Road race",1946-05-20,"Lérida","Zaragoza",NA,144,NA,NA,773,26.65,NA,NA,NA
"La Vuelta ciclista a España",1946,"Stage 13 | Zaragoza - San Sebastián","13",15,"Road race",1946-05-21,"Zaragoza","San Sebastián",NA,276,NA,NA,773,24.55,NA,NA,NA
"La Vuelta ciclista a España",1946,"Stage 14 | San Sebastián - Bilbao","14",16,"Road race",1946-05-23,"San Sebastián","Bilbao",NA,207,NA,NA,773,27.88,NA,NA,NA
"La Vuelta ciclista a España",1946,"Stage 15 | Bilbao - Santander","15",17,"Road race",1946-05-24,"Bilbao","Santander",NA,226,NA,NA,773,25.1,NA,NA,NA
"La Vuelta ciclista a España",1946,"Stage 16 | Santander - Reinosa","16",18,"Road race",1946-05-25,"Santander","Reinosa",NA,110,NA,NA,773,20.6,NA,NA,NA
"La Vuelta ciclista a España",1946,"Stage 17 | Reinosa - Gijón","17",19,"Road race",1946-05-26,"Reinosa","Gijón",NA,204,NA,NA,773,25.183,NA,NA,NA
"La Vuelta ciclista a España",1946,"Stage 18 (ITT) | Gijón - Oviedo","18",20,"ITT",1946-05-27,"Gijón","Oviedo",NA,53,NA,NA,773,30.31,"Time trial","Time trial",NA
"La Vuelta ciclista a España",1946,"Stage 19 | Oviedo - León","19",21,"Road race",1946-05-28,"Oviedo","León",NA,119,NA,NA,773,23.69,NA,NA,NA
"La Vuelta ciclista a España",1946,"Stage 20 | León - Valladolid","20",22,"Road race",1946-05-29,"León","Valladolid",NA,134,NA,NA,773,30.73,NA,NA,NA
"La Vuelta ciclista a España",1946,"Stage 21 | Valladolid - Madrid","21",23,"Road race",1946-05-30,"Valladolid","Madrid",NA,200,NA,NA,773,24.75,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 1 | Madrid - Albacete","1",1,"Road race",1947-05-12,"Madrid","Albacete",NA,243,NA,NA,438,33.128,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 2 | Albacete - Murcia","2",2,"Road race",1947-05-13,"Albacete","Murcia",NA,146,NA,NA,438,35.382,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 3 | Murcia - Alcoy","3",3,"Road race",1947-05-14,"Murcia","Alcoy",NA,135,NA,NA,438,26.507,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 4 | Alcoy - Castellón","4",4,"Road race",1947-05-15,"Alcoy","Castellón",NA,175,NA,NA,438,32.806,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 5 | Castellón - Tarragona","5",5,"Road race",1947-05-16,"Castellón","Tarragona",NA,222,NA,NA,438,29.432,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 6 | Tarragona - Barcelona","6",6,"Road race",1947-05-17,"Tarragona","Barcelona",NA,119,NA,NA,438,28.101,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 7 | Barcelona - Lérida","7",7,"Road race",1947-05-18,"Barcelona","Lérida",NA,162,NA,NA,438,31.422,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 8 | Lérida - Zaragoza","8",8,"Road race",1947-05-19,"Lérida","Zaragoza",NA,144,NA,NA,438,29.34,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 9 | Zaragoza - Pamplona","9",9,"Road race",1947-05-20,"Zaragoza","Pamplona",NA,176,NA,NA,438,23.6,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 10 | Pamplona - San Sebastián","10",10,"Road race",1947-05-21,"Pamplona","San Sebastián",NA,107,NA,NA,438,33.4,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 11 | San Sebastián - Bilbao","11",11,"Road race",1947-05-22,"San Sebastián","Bilbao",NA,229,NA,NA,438,28.243,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 12 | Bilbao - Santander","12",12,"Road race",1947-05-23,"Bilbao","Santander",NA,212,NA,NA,438,26.584,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 13 | Santander - Reinosa","13",13,"Road race",1947-05-25,"Santander","Reinosa",NA,201,NA,NA,438,41.121,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 14 | Reinosa - Gijón","14",14,"Road race",1947-05-26,"Reinosa","Gijón",NA,204,NA,NA,438,31.351,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 15 | Gijón - Oviedo","15",15,"Road race",1947-05-27,"Gijón","Oviedo",NA,105,NA,NA,438,26.36,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 16a | Oviedo - Luarca","16a",16,"Road race",1947-05-28,"Oviedo","Luarca",NA,101,NA,NA,438,32.707,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 16b (ITT) | Luarca - Ribadeo","16b",17,"ITT",1947-05-28,"Luarca","Ribadeo",NA,70,NA,NA,438,35.639,"Time trial","Time trial",NA
"La Vuelta ciclista a España",1947,"Stage 17 | Ribadeo - Ferrol","17",18,"Road race",1947-05-29,"Ribadeo","Ferrol",NA,159,NA,NA,438,28.057,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 18 | Ferrol - La Coruña","18",19,"Road race",1947-05-30,"Ferrol","La Coruña",NA,70,NA,NA,438,26.766,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 19 | La Coruña - Vigo","19",20,"Road race",1947-05-31,"La Coruña","Vigo",NA,180,NA,NA,438,27.463,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 20 | Vigo - Orense","20",21,"Road race",1947-06-01,"Vigo","Orense",NA,105,NA,NA,438,26.601,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 21 | Orense - Astorga","21",22,"Road race",1947-06-02,"Orense","Astorga",NA,228,NA,NA,438,27.275,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 22 (ITT) | Astorga - León","22",23,"ITT",1947-06-03,"Astorga","León",NA,47,NA,NA,438,45.048,"Time trial","Time trial",NA
"La Vuelta ciclista a España",1947,"Stage 23 | León - Valladolid","23",24,"Road race",1947-06-04,"León","Valladolid",NA,133,NA,NA,438,29.647,NA,NA,NA
"La Vuelta ciclista a España",1947,"Stage 24 | Valladolid - Madrid","24",25,"Road race",1947-06-05,"Valladolid","Madrid",NA,220,NA,NA,438,1.661,NA,NA,NA
"La Vuelta ciclista a España",1948,"Stage 1 (ITT) | Madrid - Madrid","1",1,"ITT",1948-06-13,"Madrid","Madrid",NA,14,NA,NA,328,40.45,"Time trial","Time trial",NA
"La Vuelta ciclista a España",1948,"Stage 2 | Madrid - Valdepeñas","2",2,"Road race",1948-06-14,"Madrid","Valdepeñas",NA,198,NA,NA,328,33.5,NA,NA,NA
"La Vuelta ciclista a España",1948,"Stage 3 | Valdepeñas - Granada","3",3,"Road race",1948-06-15,"Valdepeñas","Granada",NA,232,NA,NA,328,27.42,NA,NA,NA
"La Vuelta ciclista a España",1948,"Stage 4 | Granada - Murcia","4",4,"Road race",1948-06-16,"Granada","Murcia",NA,285,NA,NA,328,26.86,NA,NA,NA
"La Vuelta ciclista a España",1948,"Stage 5 | Murcia - Alicante","5",5,"Road race",1948-06-17,"Murcia","Alicante",NA,230,NA,NA,328,27.62,NA,NA,NA
"La Vuelta ciclista a España",1948,"Stage 6 | Alicante - Valencia","6",6,"Road race",1948-06-18,"Alicante","Valencia",NA,163,NA,NA,328,27.82,NA,NA,NA
"La Vuelta ciclista a España",1948,"Stage 7 | Valencia - Tortosa","7",7,"Road race",1948-06-19,"Valencia","Tortosa",NA,201,NA,NA,328,27.67,NA,NA,NA
"La Vuelta ciclista a España",1948,"Stage 8 | Tortosa - Barcelona","8",8,"Road race",1948-06-20,"Tortosa","Barcelona",NA,209,NA,NA,328,27.97,NA,NA,NA
"La Vuelta ciclista a España",1948,"Stage 9 | Barcelona - Lérida","9",9,"Road race",1948-06-21,"Barcelona","Lérida",NA,203,NA,NA,328,29.05,NA,NA,NA
"La Vuelta ciclista a España",1948,"Stage 10 | Lérida - Zaragoza","10",10,"Road race",1948-06-22,"Lérida","Zaragoza",NA,144,NA,NA,328,20.66,NA,NA,NA
"La Vuelta ciclista a España",1948,"Stage 11 | Zaragoza - San Sebastián","11",11,"Road race",1948-06-23,"Zaragoza","San Sebastián",NA,276,NA,NA,328,22.29,NA,NA,NA
"La Vuelta ciclista a España",1948,"Stage 12 | San Sebastián - Bilbao","12",12,"Road race",1948-06-24,"San Sebastián","Bilbao",NA,259,NA,NA,328,28.18,NA,NA,NA
"La Vuelta ciclista a España",1948,"Stage 13 | Bilbao - Santander","13",13,"Road race",1948-06-25,"Bilbao","Santander",NA,212,NA,NA,328,NA,NA,NA,NA
"La Vuelta ciclista a España",1948,"Stage 14 | Santander - Gijón","14",14,"Road race",1948-06-26,"Santander","Gijón",NA,225,NA,NA,328,NA,NA,NA,NA
"La Vuelta ciclista a España",1948,"Stage 15 | Gijón - Ribadeo","15",15,"Road race",1948-06-27,"Gijón","Ribadeo",NA,200,NA,NA,328,41.74,NA,NA,NA
"La Vuelta ciclista a España",1948,"Stage 16 | Ribadeo - La Coruña","16",16,"Road race",1948-06-28,"Ribadeo","La Coruña",NA,156,NA,NA,328,28.47,NA,NA,NA
"La Vuelta ciclista a España",1948,"Stage 17 | La Coruña - Orense","17",17,"Road race",1948-06-29,"La Coruña","Orense",NA,156,NA,NA,328,17.77,NA,NA,NA
"La Vuelta ciclista a España",1948,"Stage 18 | Orense - León","18",18,"Road race",1948-06-30,"Orense","León",NA,276,NA,NA,328,41.74,NA,NA,NA
"La Vuelta ciclista a España",1948,"Stage 19 | León - Segovia","19",19,"Road race",1948-07-01,"León","Segovia",NA,269,NA,NA,328,39.724,NA,NA,NA
"La Vuelta ciclista a España",1948,"Stage 20 | Segovia - Madrid","20",20,"Road race",1948-07-02,"Segovia","Madrid",NA,100,NA,NA,328,33.57,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 1 | Madrid - Valladolid","1",1,"Road race",1950-08-17,"Madrid","Valladolid",NA,190,NA,NA,69,30.04,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 2 | Valladolid - León","2",2,"Road race",1950-08-18,"Valladolid","León",NA,133,NA,NA,69,29.59,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 3 | León - Gijón","3",3,"Road race",1950-08-19,"León","Gijón",NA,148,NA,NA,69,31.34,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 4a | Gijón - Torrelavega","4a",4,"Road race",1950-08-20,"Gijón","Torrelavega",NA,167,NA,NA,69,25.72,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 4b | Torrelavega - Santander","4b",5,"Road race",1950-08-20,"Torrelavega","Santander",NA,78,NA,NA,69,28.88,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 5 | Santander - Bilbao","5",6,"Road race",1950-08-21,"Santander","Bilbao",NA,177,NA,NA,69,23.46,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 6 | Bilbao - Irún","6",7,"Road race",1950-08-22,"Bilbao","Irún",NA,240,NA,NA,69,25.73,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 7 | Irún - Pamplona","7",8,"Road race",1950-08-24,"Irún","Pamplona",NA,109,NA,NA,69,38.32,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 8a (ITT) | Pamplona - Tudela","8a",9,"ITT",1950-08-25,"Pamplona","Tudela",NA,90,NA,NA,69,36.22,"Time trial","Time trial",NA
"La Vuelta ciclista a España",1950,"Stage 8b | Tudela - Zaragoza","8b",10,"Road race",1950-08-25,"Tudela","Zaragoza",NA,176,NA,NA,69,33.316,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 9 | Zaragoza - Lérida","9",11,"Road race",1950-08-26,"Zaragoza","Lérida",NA,144,NA,NA,69,29.6,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 10 | Lérida - Barcelona","10",12,"Road race",1950-08-27,"Lérida","Barcelona",NA,167,NA,NA,69,31.91,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 11 | Barcelona - Tarragona","11",13,"Road race",1950-08-29,"Barcelona","Tarragona",NA,150,NA,NA,69,32.44,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 12 | Tarragona - Castellón","12",14,"Road race",1950-08-30,"Tarragona","Castellón",NA,194,NA,NA,69,28.26,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 13 (ITT) | Castellón - Valencia","13",15,"ITT",1950-08-31,"Castellón","Valencia",NA,65,NA,NA,69,39.37,"Time trial","Time trial",NA
"La Vuelta ciclista a España",1950,"Stage 14 | Valencia - Murcia","14",16,"Road race",1950-09-01,"Valencia","Murcia",NA,265,NA,NA,69,43.04,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 15 | Murcia - Lorca","15",17,"Road race",1950-09-02,"Murcia","Lorca",NA,117,NA,NA,69,12.28,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 16 | Lorca - Granada","16",18,"Road race",1950-09-03,"Lorca","Granada",NA,222,NA,NA,69,25.13,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 17 | Granada - Málaga","17",19,"Road race",1950-09-04,"Granada","Málaga",NA,183,NA,NA,69,29.73,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 18 | Málaga - Cádiz","18",20,"Road race",1950-09-06,"Málaga","Cádiz",NA,268,NA,NA,69,28.12,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 19a (ITT) | Cádiz - Jerez de la Frontera","19a",21,"ITT",1950-09-07,"Cádiz","Jerez de la Frontera",NA,56,NA,NA,69,41.41,"Time trial","Time trial",NA
"La Vuelta ciclista a España",1950,"Stage 19b | Jerez de la Frontera - Sevilla","19b",22,"Road race",1950-09-07,"Jerez de la Frontera","Sevilla",NA,100,NA,NA,69,39.7,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 20 | Sevilla - Mérida","20",23,"Road race",1950-09-08,"Sevilla","Mérida",NA,200,NA,NA,69,29.4,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 21 | Mérida - Talavera de la Reina","21",24,"Road race",1950-09-09,"Mérida","Talavera de la Reina",NA,228,NA,NA,69,27.12,NA,NA,NA
"La Vuelta ciclista a España",1950,"Stage 22 | Talavera de la Reina - Madrid","22",25,"Road race",1950-09-10,"Talavera de la Reina","Madrid",NA,117,NA,NA,69,27.2,NA,NA,NA
"La Vuelta ciclista a España",1955,"Stage 1 | Bilbao - San Sebastián","1",1,"Road race",1955-04-23,"Bilbao","San Sebastián",NA,204,NA,NA,573,33.339,NA,NA,NA
"La Vuelta ciclista a España",1955,"Stage 2 | San Sebastián - Bayona","2",2,"Road race",1955-04-24,"San Sebastián","Bayona",NA,211,NA,NA,573,33.134,NA,NA,NA
"La Vuelta ciclista a España",1955,"Stage 3 | Bayona - Pamplona","3",3,"Road race",1955-04-25,"Bayona","Pamplona",NA,157,NA,NA,573,35.18,NA,NA,NA
"La Vuelta ciclista a España",1955,"Stage 4 | Pamplona - Zaragoza","4",4,"Road race",1955-04-26,"Pamplona","Zaragoza",NA,229,NA,NA,573,37.881,NA,NA,NA
"La Vuelta ciclista a España",1955,"Stage 5 | Zaragoza - Lérida","5",5,"Road race",1955-04-27,"Zaragoza","Lérida",NA,195,NA,NA,573,38.87,NA,NA,NA
"La Vuelta ciclista a España",1955,"Stage 6 | Lérida - Barcelona","6",6,"Road race",1955-04-28,"Lérida","Barcelona",NA,230,NA,NA,573,32.773,NA,NA,NA
"La Vuelta ciclista a España",1955,"Stage 7 | Barcelona - Barcelona","7",7,"Road race",1955-04-29,"Barcelona","Barcelona",NA,29.25,NA,NA,573,50.919,NA,NA,NA
"La Vuelta ciclista a España",1955,"Stage 8 | Barcelona - Tortosa","8",8,"Road race",1955-04-30,"Barcelona","Tortosa",NA,213,NA,NA,573,34.807,NA,NA,NA
"La Vuelta ciclista a España",1955,"Stage 9 | Tortosa - Valencia","9",9,"Road race",1955-05-01,"Tortosa","Valencia",NA,190,NA,NA,573,36.82,NA,NA,NA
"La Vuelta ciclista a España",1955,"Stage 10 | Valencia - Cuenca","10",10,"Road race",1955-05-02,"Valencia","Cuenca",NA,222,NA,NA,573,32.651,NA,NA,NA
"La Vuelta ciclista a España",1955,"Stage 11 | Cuenca - Madrid","11",11,"Road race",1955-05-03,"Cuenca","Madrid",NA,168,NA,NA,573,34.625,NA,NA,NA
"La Vuelta ciclista a España",1955,"Stage 12 (TTT) | Madrid - Madrid","12",12,"TTT",1955-05-04,"Madrid","Madrid",NA,44.1,NA,NA,573,16.43,"Time trial","Time trial",NA
"La Vuelta ciclista a España",1955,"Stage 13 | Madrid - Valladolid","13",13,"Road race",1955-05-05,"Madrid","Valladolid",NA,222,NA,NA,573,38.551,NA,NA,NA
